Rating,Location (City),Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Age,Years of Experience,Population,Categorized Job Title,Average Take Home Income,Minimum Take Home Income,Maximum Take Home Income
3.9,San Francisco,Company - Private,Internet,Information Technology,100000,173000,14,5.0,815201.0,Data Engineer,41562.004,13822.004,69066.324
3.8,New York,Company - Private,Travel Agencies,Travel & Tourism,53000,96000,19,5.0,8467513.0,Data Scientist,13512.859999999993,-3257.1400000000067,30144.6
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,65000,96000,146,5.0,250320.0,Data Scientist,32274.747999999992,20184.747999999992,44226.488
3.5,Albuquerque,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56000,95000,151,5.0,562599.0,Data Scientist,27724.225999999995,12514.225999999995,42815.966
4.7,Saint Louis,Company - Private,IT Services,Information Technology,111000,176000,5,5.0,976107.3524390244,Data Scientist,76959.08,52259.08,101183.4
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,169724.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,169724.0,Data Scientist,42171.79,22130.049999999996,61931.79
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,169724.0,Data Scientist,49748.458,29706.717999999993,69508.458
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,169724.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,154789.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,154789.0,Data Scientist,42171.79,22130.049999999996,61931.79
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,154789.0,Data Scientist,49748.458,29706.717999999993,69508.458
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,154789.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,113394.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,113394.0,Data Scientist,42171.79,22130.049999999996,61931.79
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,113394.0,Data Scientist,49748.458,29706.717999999993,69508.458
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,113394.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,62256.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,62256.0,Data Scientist,42171.79,22130.049999999996,61931.79
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,62256.0,Data Scientist,49748.458,29706.717999999993,69508.458
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,62256.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,58763.0,Data Scientist,49442.33,29400.589999999997,69202.33
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,58763.0,Data Scientist,42171.79,22130.049999999996,61931.79
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,58763.0,Data Scientist,49748.458,29706.717999999993,69508.458
5.0,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,75000,127000,7,10.0,58763.0,Data Scientist,49442.33,29400.589999999997,69202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.8,Richland,Government,Energy,"Oil, Gas, Energy & Utilities",56000,97000,56,5.0,61929.0,Data Scientist,25787.339999999997,9797.339999999997,41619.08
4.7,Salt Lake City,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108000,173000,8,5.0,200478.0,Data Scientist,72421.386,47721.386,96885.70599999999
3.6,Jersey City,Company - Public,Investment Banking & Asset Management,Finance,94000,139000,209,5.0,283927.0,Data Scientist,56439.08,39339.08,73539.08
4.7,San Francisco,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,176000,289000,22,5.0,815201.0,Data Scientist,109030.174,71106.324,145755.174
3.5,San Francisco,Company - Private,Enterprise Software & Network Solutions,Information Technology,92000,149000,5,5.0,815201.0,Data Scientist,29402.004,7742.004000000001,51062.004
3.5,Arlington,Company - Private,Computer Hardware & Software,Information Technology,63000,101000,52,5.0,392786.0,Data Engineer,30077.339999999997,15257.339999999997,44659.08
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33328.384,9538.383999999998,56600.124
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33328.384,9538.383999999998,56600.124
2.7,Emeryville,Company - Public,IT Services,Information Technology,118000,188000,14,5.0,976107.3524390244,Data Scientist,84179.08,57579.08,109343.4
3.4,Palo Alto,Company - Private,Internet,Information Technology,108000,146000,13,3.0,66680.0,Data Scientist,64419.08,49979.08,78859.08
4.7,Santa Barbara,Company - Private,Computer Hardware & Software,Information Technology,65000,106000,11,5.0,88255.0,Data Scientist,32807.34,16817.339999999997,48459.08
3.5,New York,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,94000,162000,29,5.0,8467513.0,Data Scientist,54464.6,28624.6,80304.6
3.2,King of Prussia,Company - Private,Staffing & Outsourcing,Business Services,63000,120000,-1,5.0,976107.3524390244,Data Engineer,37439.08,15257.339999999997,59099.08
4.4,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,179000,8,5.0,117090.0,Data Scientist,70119.08,36299.08,103223.4
3.3,San Francisco,Company - Private,Advertising & Marketing,Business Services,127000,202000,13,5.0,815201.0,Data Scientist,62842.004000000015,34342.004,88786.324
4.0,Annapolis Junction,Company - Private,Computer Hardware & Software,Information Technology,60000,127000,19,5.0,976107.3524390244,Data Engineer,38959.08,12917.339999999997,64419.08
3.4,West Palm Beach,Company - Public,Telecommunications Manufacturing,Telecommunications,31000,57000,30,3.0,117286.0,Data Analyst,437.3400000000038,-10780.380000000001,10577.339999999997
3.8,Austin,Company - Private,Computer Hardware & Software,Information Technology,105000,194000,11,5.0,964177.0,Data Engineer,78993.524,45173.524000000005,110897.844
3.5,Washington,Company - Private,Research & Development,Business Services,45000,86000,14,5.0,670050.0,Data Engineer,9515.874000000003,-6474.125999999989,25505.874000000003
4.4,Herndon,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,143000,6,10.0,976107.3524390244,Data Engineer,50739.08,24617.339999999997,76579.08
3.7,Mountain View,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,126000,228000,33,5.0,81516.0,Data Engineer,101863.4,63659.08,136182.25
4.7,Arlington,Company - Private,Aerospace & Defense,Aerospace & Defense,80000,134000,11,5.0,392786.0,Data Scientist,49219.08,28517.339999999997,69739.08
4.1,Santa Clara,Company - Private,Enterprise Software & Network Solutions,Information Technology,120000,189000,9,5.0,127151.0,Data Scientist,85319.08,59099.08,110023.4
4.0,Santa Clara,Company - Private,Accounting,Accounting & Legal,85000,142000,-1,5.0,127151.0,Data Scientist,54159.08,32417.339999999997,75819.08
3.5,Charlotte,Company - Public,Insurance Carriers,Insurance,95000,154000,4,4.0,879709.0,Data Scientist,63322.666,40902.666,85742.666
2.5,Brisbane,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,111000,176000,-1,5.0,976107.3524390244,Data Scientist,76959.08,52259.08,101183.4
3.9,San Francisco,Company - Private,IT Services,Information Technology,87000,140000,-1,8.0,815201.0,Data Scientist,24082.004,3900.2639999999956,44222.004
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,169724.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,169724.0,Data Scientist,42551.79,22910.049999999996,61931.79
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,169724.0,Data Scientist,50128.458,30486.717999999993,69508.458
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,169724.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,154789.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,154789.0,Data Scientist,42551.79,22910.049999999996,61931.79
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,154789.0,Data Scientist,50128.458,30486.717999999993,69508.458
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,154789.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,113394.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,113394.0,Data Scientist,42551.79,22910.049999999996,61931.79
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,113394.0,Data Scientist,50128.458,30486.717999999993,69508.458
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,113394.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,62256.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,62256.0,Data Scientist,42551.79,22910.049999999996,61931.79
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,62256.0,Data Scientist,50128.458,30486.717999999993,69508.458
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,62256.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,58763.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,58763.0,Data Scientist,42551.79,22910.049999999996,61931.79
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,58763.0,Data Scientist,50128.458,30486.717999999993,69508.458
3.4,Springfield,Company - Public,Aerospace & Defense,Aerospace & Defense,76000,127000,52,5.0,58763.0,Data Scientist,49822.33,30180.589999999997,69202.33
3.6,New York,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,54000,92000,86,25.0,8467513.0,Data Analyst,12342.859999999993,-2477.1400000000067,27104.6
3.5,New York,Company - Public,Consulting,Business Services,61000,100000,5,1.0,8467513.0,Data Scientist,18192.859999999993,2982.8599999999933,33184.6
2.9,San Jose,Company - Private,Advertising & Marketing,Business Services,80000,148000,23,3.0,983489.0,Data Engineer,26413.569999999992,391.8299999999872,52253.56999999999
3.5,Foster City,Company - Private,"Health, Beauty, & Fitness",Consumer Services,108000,171000,-1,5.0,976107.3524390244,Data Scientist,73919.08,49979.08,97783.4
4.8,New York,Company - Private,IT Services,Information Technology,112000,179000,10,5.0,8467513.0,Data Scientist,67764.6,42304.6,92508.91999999998
4.0,New York,Company - Private,Lending,Finance,63000,111000,14,4.0,8467513.0,Data Scientist,23262.859999999993,4542.859999999993,41544.6
4.2,Holyoke,Company - Private,Banks & Credit Unions,Finance,75000,126000,136,5.0,976107.3524390244,Data Scientist,44279.08,24617.339999999997,63659.08
3.8,New York,Company - Public,Enterprise Software & Network Solutions,Information Technology,110000,184000,54,10.0,8467513.0,Data Scientist,68904.6,40784.6,95908.91999999998
3.7,New York,Company - Private,Insurance Carriers,Insurance,76000,145000,107,5.0,8467513.0,Data Engineer,41164.6,14682.859999999993,67384.6
4.6,Waltham,Company - Private,Consulting,Business Services,70000,118000,-1,5.0,64015.0,Data Scientist,39339.08,20717.339999999997,57579.08
4.3,New York,Company - Public,Enterprise Software & Network Solutions,Information Technology,94000,153000,22,5.0,8467513.0,Data Scientist,51044.6,28624.6,73464.6
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33328.384,9538.383999999998,56600.124
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33328.384,9538.383999999998,56600.124
3.7,Alexandria,Company - Private,IT Services,Information Technology,50000,92000,32,5.0,154706.0,Data Analyst,26778.047999999995,10398.048000000003,43099.788
4.0,Corvallis,Company - Public,Computer Hardware & Software,Information Technology,49000,97000,82,2.0,59864.0,Data Engineer,19001.144,281.1440000000075,37562.884000000005
3.6,Boston,Company - Private,Insurance Carriers,Insurance,67000,135000,170,5.0,654776.0,Other,32184.36400000001,5902.624000000003,58024.36400000001
3.9,San Francisco,Company - Private,Internet,Information Technology,138000,224000,14,5.0,815201.0,Data Engineer,74506.324,42702.004,103505.174
3.7,San Diego,Company - Public,Aerospace & Defense,Aerospace & Defense,80000,139000,82,2.0,1381611.0,Data Scientist,37266.78800000001,14665.048000000003,59686.78800000001
3.7,Bellevue,Company - Public,IT Services,Information Technology,158000,211000,63,10.0,149440.0,Data Scientist,106963.4,87979.08,124983.4
3.7,Bellevue,Company - Public,IT Services,Information Technology,158000,211000,63,10.0,63737.0,Data Scientist,106963.4,87979.08,124983.4
3.9,New York,Company - Private,Enterprise Software & Network Solutions,Information Technology,150000,180000,7,5.0,8467513.0,Data Scientist,82584.6,71184.6,93188.91999999998
3.7,Chicago,Company - Public,Computer Hardware & Software,Information Technology,42000,80000,93,5.0,2696555.0,Data Analyst,13659.074,-1160.9259999999922,28479.074
4.1,Mountain View,Company - Private,Internet,Information Technology,190000,220000,11,5.0,81516.0,Data Engineer,120903.4,110703.4,130982.25
3.1,New York,School / School District,K-12 Education,Education,42000,77000,15,5.0,8467513.0,Data Analyst,1812.8599999999933,-11837.14,15462.859999999993
3.1,Owensboro,Company - Private,Consumer Products Manufacturing,Manufacturing,68000,139000,146,5.0,60011.0,Data Scientist,51686.724,24284.983999999997,78666.724
3.0,Hartford,Company - Public,IT Services,Information Technology,54000,71000,40,3.0,120576.0,Other,13030.571999999993,6400.571999999993,19660.571999999993
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,New York,Company - Private,Health Care Services & Hospitals,Health Care,47000,85000,41,5.0,8467513.0,Data Analyst,6882.859999999993,-7937.139999999999,21702.859999999993
3.5,Orange,Company - Private,Health Care Services & Hospitals,Health Care,65000,124000,8,5.0,137264.0,Data Engineer,39719.08,16817.339999999997,62139.08
4.2,New York,Company - Private,Education Training Services,Education,56000,95000,9,5.0,8467513.0,Data Scientist,14292.859999999993,-917.1400000000067,29384.6
4.0,Fort Belvoir,Company - Public,Aerospace & Defense,Aerospace & Defense,62000,112000,67,5.0,976107.3524390244,Data Engineer,33977.34,14477.339999999997,53019.08
3.9,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,107000,173000,108,5.0,69101.0,Data Scientist,74299.08,49219.08,99143.4
3.7,Silver Spring,Company - Private,IT Services,Information Technology,64000,108000,15,3.0,976107.3524390244,Data Scientist,33197.34,16037.339999999997,49979.08
4.4,Palo Alto,Company - Private,Internet,Information Technology,89000,144000,9,5.0,66680.0,Data Scientist,56439.08,35537.34,77339.08
3.5,Marlborough,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000,200000,11,5.0,976107.3524390244,Data Scientist,85319.08,50739.08,117503.4
3.7,Lenexa,Company - Public,Stock Exchanges,Finance,61000,113000,48,7.0,58388.0,Data Engineer,33977.34,13697.339999999997,53779.08
3.6,Highland,Company - Private,Gambling,"Arts, Entertainment & Recreation",35000,62000,35,5.0,57159.0,Data Analyst,3947.340000000004,-7260.380000000001,14477.339999999997
3.4,Houston,Company - Private,IT Services,Information Technology,55000,105000,19,5.0,2288250.0,Data Engineer,30124.511999999995,10624.511999999995,49306.252
4.0,Burleson,Hospital,Health Care Services & Hospitals,Health Care,37000,52000,44,5.0,51618.0,Data Scientist,827.3400000000038,-5500.379999999997,6677.3399999999965
2.4,Hoopeston,Company - Private,Food & Beverage Manufacturing,Manufacturing,39000,66000,-1,5.0,976107.3524390244,Data Scientist,7067.3399999999965,-3740.3799999999974,17597.339999999997
3.7,San Jose,Company - Public,Aerospace & Defense,Aerospace & Defense,135000,211000,82,16.0,983489.0,Data Scientist,71017.88999999998,42373.56999999999,96857.88999999998
3.5,Phoenix,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,57000,80000,24,5.0,1624569.0,Data Engineer,17901.902000000002,8931.902000000002,26871.902000000002
4.4,New York,Company - Private,Investment Banking & Asset Management,Finance,129000,215000,20,5.0,8467513.0,Data Scientist,87748.91999999998,55224.6,116988.91999999998
3.3,Boston,Company - Private,Insurance Carriers,Insurance,86000,143000,109,5.0,654776.0,Data Scientist,42444.36400000001,20722.624000000003,64104.36400000001
3.9,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63000,127000,108,5.0,69101.0,Data Scientist,40099.08,15257.339999999997,64419.08
3.2,Bedford,Nonprofit Organization,Federal Agencies,Government,50000,89000,63,1.0,976107.3524390244,Data Scientist,20327.339999999997,5117.340000000004,35537.34
3.2,New York,Company - Private,Research & Development,Business Services,43000,86000,18,2.0,8467513.0,Data Engineer,5712.859999999993,-11057.14,22482.859999999993
2.1,Concord,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,-1,2.0,124074.0,Data Scientist,49463.002,20661.261999999995,77963.00200000001
2.1,Concord,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,-1,2.0,107697.0,Data Scientist,49463.002,20661.261999999995,77963.00200000001
4.0,New York,Company - Private,Consumer Product Rental,Consumer Services,71000,124000,14,5.0,8467513.0,Data Scientist,31284.6,10782.859999999993,51424.6
3.7,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,196000,240,5.0,117090.0,Data Engineer,85319.08,53779.08,114783.4
2.6,Pittsburgh,College / University,Colleges & Universities,Education,81000,167000,37,5.0,300431.0,Data Scientist,64779.434,31937.693999999996,97459.43400000001
3.4,New York,Company - Private,Health Care Services & Hospitals,Health Care,69000,121000,10,5.0,8467513.0,Data Scientist,29384.6,9222.859999999993,49144.6
4.4,Chicago,Company - Private,Consulting,Business Services,97000,160000,13,5.0,2696555.0,Data Scientist,65520.814000000006,41580.814000000006,89460.81400000001
3.2,San Francisco,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,150000,238000,15,5.0,815201.0,Data Scientist,83346.324,51822.004,112605.174
3.5,New York,Company - Public,Advertising & Marketing,Business Services,77000,132000,16,2.0,8467513.0,Data Scientist,36604.6,15462.859999999993,57504.6
3.7,Vail,Hospital,Health Care Services & Hospitals,Health Care,49000,81000,55,3.0,976107.3524390244,Data Scientist,16817.339999999997,4337.340000000004,29297.339999999997
4.2,Charlotte,Company - Private,IT Services,Information Technology,59000,112000,13,4.0,879709.0,Data Engineer,33610.92599999999,12940.925999999992,53822.666
4.2,Salt Lake City,Nonprofit Organization,Religious Organizations,Non-Profit,35000,65000,-1,2.0,200478.0,Data Analyst,2859.6460000000006,-9518.074000000004,14559.645999999993
3.1,Aliso Viejo,Company - Public,Video Games,Media,79000,147000,24,5.0,51824.0,Data Engineer,53779.08,27737.339999999997,79619.08
3.9,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,62000,119000,191,5.0,117090.0,Data Scientist,36679.08,14477.339999999997,58339.08
4.3,Los Angeles,Company - Private,Computer Hardware & Software,Information Technology,119000,187000,13,5.0,3849297.0,Data Scientist,68643.084,42803.084,93127.404
3.3,Dublin,Company - Public,Consulting,Business Services,90000,157000,33,4.0,71674.0,Data Analyst,61759.08,36299.08,87219.08
3.9,New York,Company - Private,Internet,Information Technology,32000,62000,11,5.0,8467513.0,Data Analyst,-7937.139999999999,-20614.860000000004,3762.8599999999933
3.5,Scotts Valley,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42000,86000,25,5.0,976107.3524390244,Other,16037.339999999997,-1122.6599999999962,33197.34
4.0,San Jose,Company - Public,Computer Hardware & Software,Information Technology,116000,208000,39,5.0,983489.0,Data Engineer,62893.56999999999,27933.569999999992,94817.88999999998
3.9,New York,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,172000,108,5.0,8467513.0,Data Scientist,61304.6,34704.6,87748.91999999998
3.0,Knoxville,Company - Private,Gas Stations,Retail,69000,127000,63,3.0,192648.0,Data Engineer,45593.424000000006,23151.684,67633.424
3.7,Armonk,Company - Public,Insurance Agencies & Brokerages,Insurance,86000,144000,158,4.0,976107.3524390244,Data Scientist,55299.08,33197.34,77339.08
